CreditPolicy,Purpose,IntRate,Installment,Dti,Fico,DaysWithCrLine,RevolBal,RevolUtil,InqLast6mths,Delinq2yrs,PubRec,NotFullyPaid,AnnualInc
1,all_other,0.0807,297.99,2.44,792,8717.958333,40384,9.6,0,0,0,0,90000.00006188375
1,home_improvement,0.0933,239.65,9.66,792,4529.0,128000,0.0,3,0,0,0,92999.99980140853
1,debt_consolidation,0.0712,61.87,0.43,772,5936.0,4709,18.5,0,0,0,0,117999.99959315947
1,all_other,0.1186,94.47,2.8,667,5460.0,2850,75.0,0,1,0,0,45000.00005613948
1,small_business,0.1501,73.68,16.89,702,4080.0,51,0.0,0,0,0,1,95999.99995680261
1,home_improvement,0.0807,313.67,5.84,792,5364.958333,37152,3.7,0,0,0,0,149999.99953824104
1,debt_consolidation,0.0933,543.2,9.55,762,5699.958333,3839,16.6,1,0,0,0,74999.99981111639
1,home_improvement,0.0807,313.67,3.11,797,5363.958333,37152,3.7,0,0,0,0,85000.00038484143
1,credit_card,0.1217,266.37,10.2,672,3598.958333,26283,39.5,0,1,0,1,69999.9999277953
1,debt_consolidation,0.1028,210.6,5.87,692,1741.9583329999998,5607,42.2,0,0,0,0,45000.00005613948
1,all_other,0.1249,234.15,5.01,662,1110.0,1061,81.9,3,0,0,0,22999.999887040383
1,debt_consolidation,0.1028,323.99,14.4,722,4679.958333,56740,77.5,1,0,0,0,119999.99978829804
1,credit_card,0.1059,235.96,7.22,712,5519.0,40598,77.3,1,0,0,0,57000.00018144879
1,debt_consolidation,0.1438,352.22,17.83,687,1289.958333,3815,6.5,1,0,0,0,72000.00014413026
1,all_other,0.0743,117.31,0.0,772,3929.958333,0,0.0,1,0,0,0,119999.99978829804
1,debt_consolidation,0.0712,64.96,0.22,812,16213.0,50,0.3,0,0,0,0,109999.99947479916
1,small_business,0.1565,699.69,1.53,667,3603.958333,4569,56.4,1,0,0,0,92000.00036513175
1,educational,0.1059,195.27,8.15,692,3089.958333,8528,86.1,0,0,0,0,18999.99999717701
1,credit_card,0.1122,295.59,22.15,747,2788.958333,14345,45.8,0,0,0,0,32399.9999423143
1,small_business,0.1122,217.59,18.38,707,3359.0,113,2.4,1,0,0,0,49999.99977948582
1,debt_consolidation,0.1375,263.09,9.8,677,3089.958333,12231,81.0,3,0,0,1,62200.000079163736
1,debt_consolidation,0.1467,248.43,20.76,667,3750.0,13552,69.1,0,1,0,0,57000.00018144879
1,credit_card,0.1028,194.4,10.6,692,2489.958333,16813,63.9,0,0,0,0,87299.9998404423
1,debt_consolidation,0.1249,301.04,5.08,667,3690.0,26233,62.9,3,0,1,1,39000.00019064045
1,all_other,0.0743,163.92,2.64,782,9210.0,5760,16.0,0,0,0,0,85000.00038484143
1,all_other,0.1028,150.66,3.26,687,6509.958333,105,35.0,1,1,0,1,45600.00020508702
1,debt_consolidation,0.1122,217.59,13.77,682,2160.0,11490,95.7,0,0,0,0,57100.00024872181
1,home_improvement,0.1312,85.23,20.67,692,5250.0,17641,30.5,3,1,0,0,39999.99987615706
1,all_other,0.1122,328.43,20.4,742,3270.0,0,0.0,3,0,0,0,29999.999980671204
1,all_other,0.0807,165.47,12.0,797,8790.0,12430,19.2,1,0,0,0,54999.99976819655
1,debt_consolidation,0.1091,140.6,9.87,707,1560.0,12323,44.0,0,0,0,0,36000.00009222308
1,all_other,0.1028,98.01,9.13,697,3300.0,38624,97.8,0,0,0,0,90000.00006188375
1,small_business,0.1217,166.48,0.0,662,2250.0,875,54.7,2,1,0,1,10000.000000238182
1,small_business,0.1249,284.32,6.38,667,7229.958333,1196,12.0,3,4,0,0,85000.00038484143
1,small_business,0.1438,194.15,2.4,697,2759.958333,26628,60.4,3,1,0,0,479999.99861564505
1,all_other,0.1028,138.51,24.81,767,5789.958333,6752,24.6,2,0,0,0,30999.99989251424
1,debt_consolidation,0.1249,70.25,14.4,662,1469.0,458,91.6,1,0,0,1,12499.999996370081
1,credit_card,0.0838,252.1,9.71,752,3508.958333,16786,44.7,0,0,0,0,105000.00009033567
1,all_other,0.0901,263.19,12.16,742,9719.958333,7336,29.9,0,0,0,0,119999.99978829804
1,all_other,0.0933,104.65,3.83,702,3690.0,7089,41.9,1,0,0,0,61999.999750311785
1,debt_consolidation,0.0807,172.53,6.29,742,5100.0,18388,68.9,0,0,0,0,54000.00024049383
1,credit_card,0.0996,38.7,1.13,677,1920.0,613,76.6,2,0,0,0,31999.999942980372
1,educational,0.1249,100.35,12.77,662,1110.0,566,51.5,3,1,0,1,29119.999932714647
1,debt_consolidation,0.128,335.98,18.92,682,2219.0,9166,50.4,1,0,0,0,36399.999868056126
1,all_other,0.1091,163.49,11.78,707,4889.0,5406,33.4,0,0,1,1,39000.00019064045
1,all_other,0.0996,32.25,5.83,687,2158.958333,1188,3.0,2,0,0,1,34999.99998349573
1,educational,0.0996,96.75,15.4,707,11248.95833,12003,40.4,1,0,0,0,18000.000002190576
1,all_other,0.1059,72.42,8.14,707,4800.0,20511,62.0,1,0,0,1,59999.99992774572
1,small_business,0.0964,90.68,18.0,732,3691.0,55720,10.0,2,0,0,0,69999.9999277953
1,all_other,0.0807,259.58,9.89,772,9870.0,7744,17.1,0,0,0,0,49000.00014245462
1,all_other,0.0964,169.32,17.57,737,5429.958333,51761,38.0,1,0,0,0,69999.9999277953
1,credit_card,0.1154,205.4,17.76,717,1500.0,579,23.2,0,0,0,0,45000.00005613948
1,debt_consolidation,0.1312,162.01,16.87,707,9059.958333,34776,54.3,0,0,0,1,85000.00038484143
1,debt_consolidation,0.1028,226.8,10.05,692,1890.0,8047,33.8,0,0,0,0,55399.99984846023
1,all_other,0.1059,162.73,24.4,737,3209.958333,0,0.0,3,0,0,0,14999.999998734802
1,debt_consolidation,0.1154,158.38,18.19,672,2586.0,409,81.8,0,1,0,0,24999.999903741576
1,small_business,0.0901,795.11,8.93,822,9696.958333,185,0.5,0,0,0,0,57000.00018144879
1,debt_consolidation,0.0996,158.83,4.84,727,6330.0,48251,50.1,2,0,0,0,84000.00018266219
1,all_other,0.1028,97.2,19.93,687,2580.0,772,96.5,0,0,0,0,38000.000049076116
1,debt_consolidation,0.1154,263.97,8.04,672,3089.0,1019,4.5,1,1,0,0,49999.99977948582
1,small_business,0.1091,404.62,16.39,692,5640.0,8332,39.9,2,0,0,0,46713.00011633709
1,all_other,0.0775,307.53,9.09,797,6089.958333,1790,4.5,1,0,0,0,69999.9999277953
1,debt_consolidation,0.128,839.95,24.85,722,6330.0,62739,74.7,3,0,0,1,74999.99981111639
1,all_other,0.1059,269.31,24.01,767,4665.958333,29901,71.2,2,0,0,1,108999.99986797043
1,debt_consolidation,0.1186,265.18,11.31,667,1560.0,5867,74.3,1,0,0,0,52000.000126694686
1,home_improvement,0.0964,802.47,0.8,732,2129.958333,10605,22.1,1,0,0,0,78000.00033760519
1,debt_consolidation,0.1091,505.16,16.97,697,9659.0,57196,44.5,3,0,0,1,119999.99978829804
1,home_improvement,0.0901,318.05,2.97,712,4919.0,481,80.2,2,0,0,1,275000.00092160504
1,educational,0.0838,315.12,4.2,737,1560.0,2282,19.0,1,0,0,0,29999.999980671204
1,all_other,0.1091,130.79,8.92,672,1140.0,3614,61.3,1,0,0,0,14400.000006277085
1,debt_consolidation,0.1059,227.82,8.5,682,6839.958333,14930,79.0,1,0,1,0,63499.99969007032
1,credit_card,0.0996,643.36,13.07,727,10529.95833,33989,82.9,0,0,0,0,115999.99998973387
1,all_other,0.147,51.78,3.84,632,1530.0,1238,61.9,1,1,0,0,24999.999903741576
1,educational,0.0901,572.48,15.37,747,7500.0,4746,18.5,2,0,0,0,41000.00017685575
1,all_other,0.0775,149.87,6.34,752,3029.0,3470,25.5,0,0,0,0,21000.000006183265
1,all_other,0.0996,96.75,11.98,682,1799.0,12640,83.2,0,0,0,0,61999.999750311785
1,home_improvement,0.0712,92.8,0.0,812,8250.0,368,1.2,0,0,0,0,92999.99980140853
1,credit_card,0.1091,192.09,19.82,677,4290.0,30597,89.5,1,1,0,0,65999.99993343485
1,all_other,0.1154,593.92,10.8,682,5050.0,8537,75.5,0,0,0,0,26999.999865365404
1,debt_consolidation,0.1091,392.36,15.74,692,1500.041667,15649,54.5,2,0,0,0,34999.99998349573
1,educational,0.0775,156.11,9.55,767,12960.04167,4067,7.3,0,0,0,0,52000.000126694686
1,debt_consolidation,0.1028,155.52,7.51,687,2795.0,5836,68.7,0,0,1,0,34999.99998349573
1,credit_card,0.1028,485.99,11.95,702,5070.0,24615,94.7,0,0,0,0,87999.99969548982
1,all_other,0.1028,116.64,7.88,687,5130.041667,7600,71.7,0,0,1,0,29999.999980671204
1,debt_consolidation,0.1122,223.34,18.68,682,1889.0416670000002,9495,87.9,2,0,0,1,50999.99991297042
1,credit_card,0.0775,149.87,10.26,757,6330.041667,4921,30.4,0,0,0,0,20000.000009277435
1,educational,0.1154,211.17,1.83,667,3421.041667,11200,23.2,1,0,0,0,94999.99994464558
1,debt_consolidation,0.0743,186.45,6.11,777,7440.041667,2444,5.6,3,0,0,0,68685.99980266877
1,debt_consolidation,0.0933,790.86,0.82,767,2100.0,916,6.8,0,0,0,0,59999.99992774572
1,small_business,0.0901,795.11,3.83,782,3660.0,148829,6.6,5,0,0,1,615999.9984503555
1,credit_card,0.087,126.65,18.71,747,3630.0,3209,12.6,0,0,0,0,43999.99987238248
1,credit_card,0.1091,294.27,17.17,677,3840.041667,7570,82.3,0,0,0,0,79999.99970751854
1,debt_consolidation,0.1091,404.62,9.23,687,2519.0,13126,96.5,0,0,1,0,79999.99970751854
1,debt_consolidation,0.1186,397.77,20.48,687,4452.041667,66654,51.6,1,0,0,0,149999.99953824104
1,debt_consolidation,0.0743,178.68,1.2,812,16259.041669999999,50,0.3,0,0,0,0,94999.99994464558
1,educational,0.1028,29.16,16.7,687,2069.0,3084,65.6,3,0,0,1,12000.000002758341
1,small_business,0.0996,417.62,6.48,712,5610.041667,2598,23.8,1,0,0,0,92000.00036513175
1,credit_card,0.1059,130.18,17.81,682,6330.041667,18168,68.5,2,0,0,0,61999.999750311785
1,all_other,0.1122,98.53,22.79,682,9389.0,24218,85.3,2,0,0,0,32904.00000295278
1,all_other,0.0807,15.69,4.27,722,1470.0,0,0.0,0,0,0,0,18000.000002190576
1,credit_card,0.1091,523.14,10.7,697,7320.0,72303,73.7,1,0,0,0,200000.00089396513
1,all_other,0.087,557.23,0.12,757,1128.041667,1032,5.0,0,0,0,0,152999.99994269022
1,all_other,0.1122,315.3,14.6,677,3630.0,133,4.2,1,0,0,0,42499.99979121842
1,debt_consolidation,0.1154,527.93,12.16,682,2130.0,34023,57.7,1,2,0,1,44400.00007013795
1,major_purchase,0.0743,93.23,11.18,757,4500.041667,12430,29.6,5,0,0,0,72000.00014413026
1,debt_consolidation,0.0775,202.94,13.53,787,10260.04167,10742,8.9,3,0,0,0,48000.000005278656
1,debt_consolidation,0.1186,165.74,7.02,667,2789.041667,2197,75.8,0,2,0,1,39999.99987615706
1,all_other,0.1028,158.76,15.3,692,4410.0,88,23.8,1,3,0,1,43999.99987238248
1,debt_consolidation,0.1028,485.99,11.88,702,7020.041667,13867,33.7,0,0,0,0,49999.99977948582
1,all_other,0.0996,322.49,10.28,702,4920.041667,3943,98.6,3,0,0,1,72499.99993889943
1,debt_consolidation,0.087,189.97,19.45,757,3870.041667,5405,40.0,2,0,0,0,24000.000016078007
1,debt_consolidation,0.1217,376.24,23.96,712,3030.041667,12102,49.0,1,0,0,0,33600.000136036484
1,debt_consolidation,0.1217,599.33,18.3,682,4379.0,18076,81.4,1,0,0,0,110243.99999344413
1,debt_consolidation,0.1217,132.35,23.2,702,5279.041667,4504,39.2,1,0,0,1,26999.999865365404
1,small_business,0.1186,828.69,9.74,712,4859.041667,25852,60.5,0,0,0,0,52000.000126694686
1,credit_card,0.1091,604.88,17.56,707,8061.0,32438,43.0,0,1,0,0,52000.000126694686
1,debt_consolidation,0.087,538.23,11.51,747,6240.041667,20380,48.1,2,0,0,0,55900.000047895635
1,credit_card,0.0933,172.55,16.09,707,2220.0,38054,61.2,0,0,0,0,42000.00011484885
1,small_business,0.1091,604.88,4.67,697,1410.0,25,0.2,2,0,0,0,36000.00009222308
1,all_other,0.0996,290.24,3.38,697,1782.0,3305,55.1,2,0,0,0,38000.000049076116
1,major_purchase,0.1186,530.36,15.1,682,3900.0,348,4.8,0,0,0,1,86399.99958595858
1,all_other,0.087,158.31,6.15,722,1350.0,3015,25.3,0,0,0,0,24000.000016078007
1,debt_consolidation,0.1059,390.54,19.84,702,2042.0416670000002,7336,71.9,1,0,0,0,29999.999980671204
1,credit_card,0.1249,301.04,4.98,662,6630.041667,8644,72.6,1,0,0,0,52000.000126694686
1,small_business,0.1154,659.91,17.81,707,3629.0,93,0.0,2,0,0,1,95999.99995680261
1,small_business,0.0743,217.52,1.65,777,2879.0,2698,9.5,0,0,0,0,42999.999798944955
1,home_improvement,0.1028,388.79,5.58,697,4800.041667,19009,30.0,0,0,0,0,97000.00024390464
1,major_purchase,0.087,158.31,0.38,717,12930.04167,498,7.3,2,1,0,0,48000.000005278656
1,debt_consolidation,0.1217,319.64,19.28,672,4740.0,10358,91.7,2,0,1,1,59999.99992774572
1,credit_card,0.1028,103.68,9.7,682,12780.0,2105,45.3,0,3,0,0,74999.99981111639
1,home_improvement,0.0964,154.08,12.94,697,2969.041667,2822,9.9,3,0,0,0,59999.99992774572
1,debt_consolidation,0.1059,650.9,11.96,707,5070.0,21004,97.7,0,0,0,0,108000.00042051342
1,all_other,0.1375,81.74,24.08,667,2820.0,11675,75.8,1,0,0,0,46999.999967466785
1,all_other,0.0901,238.54,10.37,712,1230.041667,3933,43.7,0,0,0,0,19439.999999719465
1,debt_consolidation,0.128,335.98,7.51,662,4109.041667,7251,80.6,3,0,2,0,58799.99977146097
1,all_other,0.1217,93.23,19.19,692,4440.041667,88,44.0,1,3,0,1,45000.00005613948
1,all_other,0.0933,95.87,2.69,697,4680.0,1492,33.2,2,0,0,0,36600.000022345834
1,debt_consolidation,0.0996,95.94,14.16,692,1918.0416670000002,7121,33.7,0,0,0,0,24999.999903741576
1,debt_consolidation,0.128,554.37,19.22,677,3060.041667,17641,69.5,2,0,0,0,61999.999750311785
1,small_business,0.1438,859.07,20.79,682,3059.041667,30946,61.5,3,0,0,1,79999.99970751854
1,major_purchase,0.0838,472.68,7.96,772,5909.041667,0,0.0,0,0,0,0,76999.9999356417
1,credit_card,0.1091,586.9,10.34,697,2669.041667,23391,90.7,1,0,0,0,74999.99981111639
1,major_purchase,0.0964,224.69,21.23,772,5881.0,16324,48.0,0,0,0,0,19500.00000873914
1,debt_consolidation,0.128,483.81,8.47,662,2670.041667,7104,93.5,2,0,0,1,36120.000089183086
1,debt_consolidation,0.1217,399.55,14.5,672,1950.0416670000002,9273,43.9,0,0,0,0,24000.000016078007
1,debt_consolidation,0.1186,232.04,17.02,672,4380.0,6718,94.6,3,0,0,0,50399.999795403186
1,small_business,0.0964,802.47,17.06,767,5691.041667,12017,12.1,4,0,0,1,74999.99981111639
1,debt_consolidation,0.1091,304.9,18.96,692,5430.0,5749,43.2,1,1,0,0,70522.25974299225
1,small_business,0.1249,836.23,7.99,692,4739.0,6530,21.8,0,1,0,0,78862.00011750651
1,all_other,0.0775,124.89,6.0,752,2729.041667,2666,12.1,0,0,0,0,24000.000016078007
1,all_other,0.1028,113.4,17.65,687,2070.0,3761,55.4,2,0,0,0,48000.000005278656
1,credit_card,0.1407,842.47,12.81,677,5340.041667,33698,91.3,0,0,0,0,119999.99978829804
1,debt_consolidation,0.1091,817.41,22.13,737,9900.0,3472,4.5,1,0,0,1,72999.99999047139
1,debt_consolidation,0.1596,421.65,20.82,667,6750.041667,14534,48.9,3,1,0,0,34991.99989794412
1,educational,0.0933,575.17,9.96,732,2732.041667,6703,47.5,1,0,0,0,59999.99992774572
1,all_other,0.1312,405.03,18.25,667,4358.0,5861,53.8,2,0,0,0,105000.00009033567
1,debt_consolidation,0.128,167.99,18.65,662,1380.0,5061,72.3,0,1,0,0,25480.000007998202
1,debt_consolidation,0.0996,677.22,3.77,722,6149.0,16888,39.5,0,0,0,0,54098.99997969227
1,all_other,0.1154,131.99,9.14,667,3990.0,463,92.6,0,0,0,0,50951.999895487155
1,debt_consolidation,0.0933,281.2,0.0,712,3360.041667,0,0.0,0,1,0,0,24999.999903741576
1,debt_consolidation,0.0964,802.47,9.78,742,2550.0,8283,12.7,4,0,0,0,48000.000005278656
1,credit_card,0.1091,505.16,10.86,687,3420.041667,46525,93.6,0,0,0,0,110999.99996731365
1,home_improvement,0.0743,180.23,2.32,772,2610.041667,2650,6.6,0,0,0,0,41300.0000434012
1,small_business,0.0933,798.84,1.57,762,6359.041667,17,0.1,5,0,0,1,99999.99950297715
1,all_other,0.0933,319.54,19.46,727,4470.041667,827,6.6,2,0,0,1,36500.00001567375
1,debt_consolidation,0.0964,32.1,18.0,702,1200.041667,961,26.0,2,0,0,0,4999.999997918815
1,debt_consolidation,0.0964,192.6,2.87,697,1199.041667,1554,29.3,1,0,0,0,18000.000002190576
1,home_improvement,0.1407,764.64,3.66,672,5790.0,10753,52.3,2,3,0,1,135000.00034822364
1,all_other,0.0712,30.94,0.65,792,3810.041667,2227,3.8,1,0,0,0,119999.99978829804
1,credit_card,0.0901,381.66,6.64,722,10290.04167,7606,18.6,0,0,1,0,100671.39029013847
1,debt_consolidation,0.1249,301.04,4.64,662,2222.0,8355,34.4,0,2,0,1,59999.99992774572
1,credit_card,0.1438,687.25,16.05,667,2190.0,27293,86.6,0,0,0,0,83000.000267365
